chord_set_id|position|chord_value
20|7|elf.val
20|8|iction
20|9|:string
20|10|array
20|11|elf
20|12|.value
20|13|string
20|14|nt:
20|15|alue:str
20|16|await
20|17|ret
20|18|decode
20|19|rra
20|20|del
20|21|count:
20|22|lf.va
20|23|ue>
20|24|item>
20|25|tring
20|26|throws
20|27|all(
20|28|rray<it
20|29|nt:int
20|30|ain(){
20|31|f.val
20|32|gua
20|33|ictiona
20|34|ount:in
20|35|ue:str
20|36|hrow
20|37|y<i
20|38|e()
20|39|rin
20|40|ary<key
20|41|asyn
20|42|ist
20|43|try
20|44|<key,va
20|45|tem>
20|46|var
20|47|ona
20|48|value
20|49|tion
20|50|nary
20|51|lue:st
20|52|key
20|53|<item
20|54|ode
20|55|fun
20|56|tio
20|57|ode(
20|58|code(
20|59|ecode()
20|60|onary<ke
20|61|alue:s
20|62|<item>
20|63|ey,v
21|0|port(
21|1|ct{case
21|2|-va
21|3|ruct{id
21|4|elec
21|5|intln(
21|6|ruct
21|7|rr!=nil{
21|8|}else
21|9|lose()
21|10|ange
21|11|0;i<n
21|12|n;i++
21|13|rintln(
21|14|il{
21|15|t(fmt)
21|16|rt(fmt
21|17|ntext.
21|18|ose()
21|19|.conte
21|20|tring]in
21|21|.printl
21|22|t.contex
21|23|mt.p
21|24|map[str
21|25|struct{i
21|26|rt(fmt)
21|27|nc()
21|28|nte
21|29|value
21|30|coun
21|31|alu
21|32|.co
21|33|truc
21|34|<-val
21|35|<n;
21|36|]int
21|37|strin
21|38|han
21|39|r!=ni
21|40|ng]in
21|41|ap[str
21|42|nam
21|43|sel
21|44|an<-va
21|45|-value
21|46|n;i+
21|47|clo
21|48|intln(x
21|49|.println
21|50|ang
21|51|t.c
21|52|g]int
21|53|-valu
21|54|i<n;i+
21|55|ain()
21|56|ap[strin
21|57|p[strin
21|58|ct{c
21|59|port(fmt
21|60|.pr
21|61|n<-v
21|62|[string
21|63|<n;i
22|0|it(c
22|1|append(x
22|2|if(
22|3|tems[i
22|4|sync
22|5|t(path)
22|6|ef(na
22|7|n(valu
22|8|all)
22|9|ith(
22|10|end(x
22|11|ass(us
22|12|[key
22|13|_in
22|14|(val
22|15|from(p
22|16|if(err
22|17|(err
22|18|pri
22|19|mport
22|20|d(x)
22|21|from
22|22|nge
22|23|ta.
22|24|lass(us
22|25|t.ap
22|26|rt(
22|27|async:d
22|28|nt(v
22|29|alue
22|30|(path
22|31|append(
22|32|(err)
22|33|def(na
22|34|elif(er
22|35|ass(use
22|36|th(o
22|37|st.app
22|38|if(e
22|39|ang
22|40|ait(c
22|41|f(value)
22|42|rr):
22|43|ta.get(k
22|44|(valu
22|45|except(e
22|46|ange(l
22|47|class(
22|48|mport(
22|49|(pkg
22|50|e(len)
22|51|ambda:
22|52|ait
22|53|ept(er
22|54|nc:def
22|55|ync:
22|56|t.a
22|57|er)
22|58|elif
22|59|ict[
22|60|urn
22|61|alu
22|62|retu
22|63|ss(use
23|0|j?.valu
23|1|ise.the
23|2|p(x=>
23|3|se}
23|4|or(i=
23|5|.[i
23|6|function
23|7|se.t
23|8|unt
23|9|(x=
23|10|omise.t
23|11|p(x=
23|12|ync()=
23|13|sync()=>
23|14|console.
23|15|ile(ok
23|16|else{
23|17|it(
23|18|tch
23|19|ole.l
23|20|x=>
23|21|then(fn)
23|22|app}
23|23|urn(
23|24|()=>
23|25|(x=>
23|26|le(ok){
23|27|pp}
23|28|log(
23|29|x=>x.id)
23|30|lse{
23|31|then(f
23|32|alue)=>{
23|33|await(fe
23|34|t{use
23|35|{ap
23|36|son.pa
23|37|on(nam
23|38|(va
23|39|0;i<n;i+
23|40|et(c
23|41|le.lo
23|42|for(i
23|43|ort{a
23|44|it(fet
23|45|0;i<n
23|46|=>{
23|47|alue)=>
23|48|ort{u
23|49|.log(
23|50|e.the
23|51|count)=
23|52|eturn
23|53|og(x
23|54|arse
23|55|0;i
23|56|ay.ma
23|57|it(fetch
23|58|e(ok
23|59|fetch
23|60|i=0;i<n
23|61|unt)=0;
23|62|port{u
24|0|<item
24|1|xten
24|2|tem
24|3|blic
24|4|lements
24|5|<it
24|6|r)=
24|7|ado
24|8|ts<
24|9|sfies<
24|10|c:r
24|11|rface<pr
24|12|tends<ba
24|13|ace<
24|14|:state
24|15|mport{ty
24|16|es<t>
24|17|e<p
24|18|s:con
24|19|:us
24|20|of:typ
24|21|ends<ba
24|22|e<res
24|23|um{ready
24|24|record
24|25|rt{type}
24|26|t:type
24|27|um{read
24|28|cord
24|29|f:typ
24|30|trin
24|31|rray<
24|32|stri
24|33|er>=re
24|34|lue?:str
24|35|e<resul
24|36|expo
24|37|riva
24|38|user)=>
24|39|:str
24|40|port:t
24|41|e<use
24|42|blic:r
24|43|nds<
24|44|ady
24|45|ue?:
24|46|ts<app
24|47|<t>
24|48|xte
24|49|imple
24|50|ate:stat
24|51|erfac
24|52|mplem
24|53|xport:ty
24|54|ser>=r
24|55|props>
24|56|romise<
24|57|ue?:s
24|58|lic:run
24|59|ments<a
24|60|nter
24|61|se<
24|62|{ready}
24|63|ype<use
25|0|use
25|1|ret
25|2|[]args
25|3|ional.of
25|4|optio
25|5|rows:
25|6|:ob
25|7|ap<k
25|8|:obj
25|9|h(exc
25|10|ist<str
25|11|(exc
25|12|etu
25|13|s:e
25|14|cord(
25|15|n:valu
25|16|if(value
25|17|;i<n
25|18|stati
25|19|tring>
25|20|rn:value
25|21|verrid
25|22|ring[]ar
25|23|y{ca
25|24|:val
25|25|key,v
25|26|hrow
25|27|lis
25|28|iva
25|29|,va
25|30|c:clas
25|31|<stri
25|32|al.
25|33|:error
25|34|n;i
25|35|ic:vo
25|36|call()
25|37|]args
25|38|package
25|39|w:o
25|40|=0;i<
25|41|if(val
25|42|catch(
25|43|}else
25|44|else{
25|45|static
25|46|ckage:
25|47|map
25|48|ch(ex
25|49|obje
25|50|lic:
25|51|void
25|52|object()
25|53|cord(use
25|54|ring
25|55|(val
25|56|if(valu
25|57|(ex
25|58|eptio
25|59|tatic:v
25|60|iona
25|61|atch(
25|62|nt:i=0;
25|63|ption)
26|0|hen(
26|1|nio
26|2|private
26|3|esul
26|4|st.map{i
26|5|cou
26|6|aled
26|7|resu
26|8|st.map{
26|9|->u
26|10|ount
26|11|oun
26|12|esult<t
26|13|bjec
26|14|count:in
26|15|(value
26|16|tring
26|17|jec
26|18|.collec
26|19|map{it.
26|20|.col
26|21|colle
26|22|st.
26|23|string?
26|24|flow
26|25|:stri
26|26|eturn
26|27|mport
26|28|ame:s
26|29|it.i
26|30|int
26|31|p{it.
26|32|ow.colle
26|33|lue
26|34|etu
26|35|omp
26|36|ser
26|37|nion
26|38|ject:s
26|39|olle
26|40|ollect
26|41|bject:s
26|42|ass
26|43|riv
26|44|ect
26|45|en(valu
26|46|t<t>
26|47|se->un
26|48|e->u
26|49|nterfa
26|50|t{}
26|51|ct{
26|52|it.
26|53|{it
26|54|n(va
26|55|ame:
26|56|ort
26|57|pri
26|58|ult<t
26|59|:in
26|60|ubl
26|61|nt:i
26|62|e->unit
26|63|llect
27|0|<n;i+
27|1|get;set
27|2|ictio
27|3|if(val
27|4|lse{
27|5|all(
27|6|get;s
27|7|;i<
27|8|nam
27|9|amesp
27|10|for
27|11|asy
27|12|syn
27|13|else
27|14|cord
27|15|(in
27|16|value?.n
27|17|s[i]
27|18|rec
27|19|ictionar
27|20|bli
27|21|;set
27|22|arg
27|23|?.name
27|24|t<st
27|25|ring
27|26|ring[]a
27|27|tionary
27|28|tems[i]
27|29|i=0;i<n;
27|30|items[i
27|31|=0;i
27|32|ionary<k
27|33|ng[]arg
27|34|lass
27|35|record
27|36|return
27|37|tring[]a
27|38|t;s
27|39|or(i
27|40|list
27|41|(va
27|42|i=0;
27|43|ass
27|44|<n;
27|45|reco
27|46|]arg
27|47|=0;
27|48|dict
27|49|list<st
27|50|=0;i<n
27|51|cal
27|52|cti
27|53|n;i++
27|54|ync
27|55|private
27|56|all()
27|57|tring>
27|58|value?.
27|59|i<n;i++)
27|60|i<n;i+
27|61|0;i
27|62|clas
27|63|user()
28|0|ique_ptr
28|1|lse{
28|2|main(){
28|3|->fiel
28|4|que_pt
28|5|vecto
28|6|de<
28|7|nclud
28|8|::strin
28|9|r->fiel
28|10|std::
28|11|_ptr<t
28|12|clud
28|13|d::ve
28|14|namespa
28|15|(val
28|16|run(
28|17|ing
28|18|<cl
28|19|std::s
28|20|<n;
28|21|main()
28|22|d::vecto
28|23|e<clas
28|24|stream
28|25|or<
28|26|un()
28|27|t<<val
28|28|++)
28|29|std::str
28|30|(int
28|31|e_t
28|32|in(){
28|33|ream>
28|34|mpla
28|35|iostr
28|36|e_pt
28|37|espace
28|38|con
28|39|temp
28|40|template
28|41|main(
28|42|alue
28|43|n;i++)
28|44|::vecto
28|45|rin
28|46|if(value
28|47|<class
28|48|tor<in
28|49|cou
28|50|t<<v
28|51|n;i+
28|52|tur
28|53|_ptr
28|54|<iost
28|55|(value
28|56|map[key
28|57|::ve
28|58|ptr<
28|59|cout<<
28|60|e<c
28|61|tri
28|62|ptr->
28|63|ass
29|0|lue:stri
29|1|t:in
29|2|ary<key,
29|3|,valu
29|4|struct
29|5|hrow
29|6|alue:st
29|7|ray<ite
29|8|all()
29|9|mai
29|10|gua
29|11|truc
29|12|ows
29|13|hro
29|14|:stri
29|15|mod
29|16|arr
29|17|async
29|18|,value>
29|19|iction
29|20|sync
29|21|tion
29|22|rray
29|23|throws
29|24|ode()
29|25|,value
29|26|ecode(
29|27|ait
29|28|nary<k
29|29|lue
29|30|ctionar
29|31|eco
29|32|odel
29|33|:in
29|34|lis
29|35|uard
29|36|lue:st
29|37|lf.valu
29|38|<ite
29|39|ary<key
29|40|awai
29|41|key,
29|42|rin
29|43|call(
29|44|<key,val
29|45|ue:st
29|46|.value
29|47|ecode()
29|48|retu
29|49|ay<it
29|50|ecod
29|51|lf.
29|52|main()
29|53|elf.val
29|54|nary<ke
29|55|ionary
29|56|list
29|57|try
29|58|rows
29|59|self.v
29|60|tem
29|61|all
29|62|array
29|63|ictiona
30|0|else
30|1|unc(){
30|2|err
30|3|kag
30|4|onte
30|5|g]int
30|6|main()
30|7|els
30|8|ect{c
30|9|nc(
30|10|range
30|11|onst
30|12|ntl
30|13|t{c
30|14|g]i
30|15|main
30|16|map[st
30|17|value
30|18|}el
30|19|.contex
30|20|string
30|21|:=0;i
30|22|ring]
30|23|ext.con
30|24|;i++
30|25|etur
30|26|ose(
30|27|defer
30|28|imp
30|29|close(
30|30|an<-valu
30|31|ln(x)
30|32|=0;i<n
30|33|ect
30|34|tru
30|35|else{
30|36|t{id
30|37|.context
30|38|ntln(x)
30|39|;i<
30|40|ext.c
30|41|ect{
30|42|err!=ni
30|43|r!=nil
30|44|retu
30|45|han<-
30|46|xt.
30|47|struct{i
30|48|=0;i<n;i
30|49|ange
30|50|packa
30|51|const
30|52|ap[stri
30|53|defe
30|54|n(){
30|55|sel
30|56|ap[str
30|57|i<n;i++
30|58|}else{
30|59|.pri
30|60|mport
30|61|lec
30|62|uct{id
30|63|ct{i
31|0|mport(p
31|1|mbda:x
31|2|rint(
31|3|lambd
31|4|range(le
31|5|om(p
31|6|elf
31|7|if(err
31|8|rt(path
31|9|lis
31|10|[i]
31|11|f(name)
31|12|ith(op
31|13|sync
31|14|nam
31|15|ran
31|16|da:
31|17|f(err):
31|18|st.a
31|19|tem
31|20|pt(err):
31|21|it(ca
31|22|init
31|23|ser
31|24|nt(val
31|25|t.appen
31|26|ss(user)
31|27|ta.g
31|28|rt(
31|29|lass(use
31|30|ms[
31|31|lse
31|32|a:x
31|33|key)
31|34|t(v
31|35|pri
31|36|ept(err)
31|37|n(valu
31|38|t(cal
31|39|r):
31|40|int
31|41|sync:def
31|42|class(
31|43|nc:de
31|44|await(
31|45|lambda:x
31|46|async:d
31|47|ser):
31|48|mport(
31|49|e):
31|50|(call
31|51|(path
31|52|.ge
31|53|name)
31|54|name):
31|55|(err
31|56|ait(ca
31|57|urn
31|58|ync
31|59|amb
31|60|pend(
31|61|err)
31|62|end(
31|63|s(user)
32|0|on.pars
32|1|or(i=0
32|2|turn(nu
32|3|on.p
32|4|rray.m
32|5|et(cou
32|6|e.then
32|7|;i+
32|8|i=0;i<n
32|9|obj?.va
32|10|map(x=>
32|11|it(
32|12|ole.lo
32|13|onst(val
32|14|obj
32|15|0;i<n
32|16|mpor
32|17|ay.
32|18|alue)=>{
32|19|s?.[
32|20|{app
32|21|ue)
32|22|tio
32|23|t{a
32|24|se(x)
32|25|ort{app}
32|26|ync()
32|27|it(fetch
32|28|coun
32|29|i=0;i
32|30|ion(name
32|31|async
32|32|alue)
32|33|oun
32|34|func
32|35|nsole
32|36|import
32|37|romise
32|38|et(co
32|39|n(nam
32|40|se{
32|41|et(c
32|42|ile(
32|43|se.the
32|44|if(va
32|45|(i=0;i
32|46|n(n
32|47|.then
32|48|)=0;
32|49|.map(x
32|50|t)=0;
32|51|t(valu
32|52|it(fet
32|53|obj?.v
32|54|rse
32|55|onst(
32|56|j?.v
32|57|fun
32|58|array.
32|59|t(co
32|60|k){
32|61|nsole.lo
32|62|)=>{
32|63|rt{a
33|0|atisfi
33|1|rea
33|2|m:user)
33|3|lemen
33|4|r>=reco
33|5|yof
33|6|extends
33|7|ops
33|8|ies<
33|9|omise<
33|10|nst(ite
33|11|tisfie
33|12|=re
33|13|xpo
33|14|eady}
33|15|base
33|16|mpl
33|17|um{read
33|18|<resu
33|19|<us
33|20|y<item
33|21|tem:us
33|22|<props>{
33|23|:string
33|24|<result>
33|25|inte
33|26|blic
33|27|ort:typ
33|28|fie
33|29|<item>
33|30|e<user>=
33|31|plement
33|32|:con
33|33|>=record
33|34|e<u
33|35|s<t
33|36|s<t>
33|37|port{ty
33|38|terface<
33|39|s<b
33|40|nds<b
33|41|stri
33|42|em:use
33|43|user)
33|44|lement
33|45|ubli
33|46|ends<
33|47|export:
33|48|vate:sta
33|49|lic:
33|50|donly:
33|51|ace<pr
33|52|:state
33|53|imp
33|54|donly:i
33|55|m:use
33|56|ivat
33|57|m{ready
33|58|ue?:s
33|59|<base
33|60|ate:stat
33|61|xte
33|62|plem
33|63|arra
34|0|ecor
34|1|g[]arg
34|2|optio
34|3|h(ex
34|4|e:in
34|5|turn:v
34|6|i<n;i++
34|7|al.o
34|8|t<str
34|9|p<key
34|10|ry{call
34|11|ue)
34|12|overr
34|13|voi
34|14|<ke
34|15|f(v
34|16|ret
34|17|ic:class
34|18|alue
34|19|r(int:i
34|20|erro
34|21|of(
34|22|pri
34|23|rn:va
34|24|eturn:
34|25|call
34|26|ch(
34|27|over
34|28|override
34|29|n:valu
34|30|epti
34|31|ptional
34|32|ecord(us
34|33|i<n;i
34|34|ubl
34|35|y,value
34|36|(in
34|37|<str
34|38|ew:objec
34|39|;i++
34|40|i=0
34|41|urn:valu
34|42|els
34|43|:vo
34|44|acka
34|45|f(value
34|46|val
34|47|e){
34|48|for(
34|49|{call(
34|50|rn:value
34|51|for(in
34|52|}els
34|53|(value){
34|54|<string>
34|55|thr
34|56|tatic:vo
34|57|ap<key
34|58|<string
34|59|etur
34|60|i=0;
34|61|(value
34|62|private
34|63|;i++)
35|0|{it.i
35|1|return
35|2|mpan
35|3|value){
35|4|nterfac
35|5|seal
35|6|end
35|7|public
35|8|:string
35|9|llect{}
35|10|lse->u
35|11|jec
35|12|ist
35|13|bli
35|14|nterfa
35|15|result<t
35|16|en(
35|17|private
35|18|else->u
35|19|ale
35|20|mpanio
35|21|p{it.id
35|22|dat
35|23|lue){
35|24|iva
35|25|resu
35|26|t.id
35|27|{it.id}
35|28|it.
35|29|me:strin
35|30|.map{it
35|31|.co
35|32|flo
35|33|nam
35|34|.ma
35|35|ount:in
35|36|lue
35|37|nt:
35|38|etu
35|39|me:str
35|40|impo
35|41|mpani
35|42|ani
35|43|object:
35|44|interf
35|45|ain()
35|46|t.ma
35|47|ue){
35|48|me:
35|49|nt:in
35|50|:st
35|51|se->unit
35|52|ser
35|53|ount:i
35|54|publ
35|55|ect:stat
35|56|ect:
35|57|oll
35|58|(value
35|59|erfac
35|60|col
35|61|else->un
35|62|flow.
35|63|inter
36|0|(value){
36|1|k,v
36|2|<k,v
36|3|y<k,v>
36|4|ing[]arg
36|5|ona
36|6|get;set;
36|7|et;set;
36|8|<string>
36|9|valu
36|10|espace
36|11|atic
36|12|ing[]
36|13|r()
36|14|all(
36|15|=0;
36|16|spa
36|17|sys
36|18|ist<
36|19|voi
36|20|ue)
36|21|list<st
36|22|t;set
36|23|[]a
36|24|lse
36|25|dictio
36|26|ret
36|27|if(
36|28|i<n;i++
36|29|]ar
36|30|ring[]a
36|31|lse{
36|32|(value)
36|33|tem
36|34|nam
36|35|publi
36|36|ion
36|37|clas
36|38|<n;i++)
36|39|ng>
36|40|]arg
36|41|awai
36|42|reco
36|43|<k,
36|44|or(int
36|45|tring[
36|46|=0;i
36|47|(int
36|48|ionar
36|49|0;i<n
36|50|lue)
36|51|?.n
36|52|f(v
36|53|lue?.n
36|54|awa
36|55|items
36|56|t;s
36|57|<str
36|58|blic
36|59|st<strin
36|60|ublic
36|61|tring[]
36|62|ictio
36|63|n;i++)
37|0|r->fie
37|1|ap[k
37|2|<iost
37|3|;i+
37|4|esp
37|5|n;i++)
37|6|main(){
37|7|r(int
37|8|ector<
37|9|ue_ptr<
37|10|te<cl
37|11|etu
37|12|late<cl
37|13|r<i
37|14|out<<val
37|15|main
37|16|<n;i+
37|17|strin
37|18|std::str
37|19|ream
37|20|lass
37|21|auto
37|22|cout
37|23|unique_p
37|24|alue
37|25|mespac
37|26|clude
37|27|de<
37|28|;i++)
37|29|value)
37|30|ncl
37|31|tr<
37|32|0;i<n
37|33|ude<ios
37|34|<in
37|35|->fi
37|36|field
37|37|:vector
37|38|size_
37|39|<iostrea
37|40|if(value
37|41|late
37|42|std::
37|43|name
37|44|mai
37|45|:string
37|46|:vect
37|47|lude<i
37|48|:vec
37|49|ze_
37|50|for(int
37|51|size_t
37|52|nique_pt
37|53|}else{
37|54|::vec
37|55|stream
37|56|t<<va
37|57|:vector<
37|58|spa
37|59|clude<i
37|60|std::v
37|61|ude<iost
37|62|retur
37|63|ptr<t>
38|0|tion
38|1|ary<ke
38|2|f.va
38|3|:in
38|4|ict
38|5|rray<ite
38|6|ing
38|7|return
38|8|.val
38|9|hrows
38|10|.valu
38|11|for
38|12|stat
38|13|sync
38|14|trin
38|15|cla
38|16|<ite
38|17|awai
38|18|key,valu
38|19|rray
38|20|tem
38|21|guar
38|22|tate
38|23|ecode
38|24|elf.val
38|25|valu
38|26|ey,value
38|27|e:s
38|28|y<item>
38|29|mai
38|30|key,val
38|31|awa
38|32|self.
38|33|ey,
38|34|ain(
38|35|decode(
38|36|truc
38|37|de()
38|38|let
38|39|ary
38|40|guard
38|41|tring
38|42|ry<k
38|43|state
38|44|rray<i
38|45|e:str
38|46|ount:i
38|47|ctionar
38|48|.value
38|49|lse
38|50|y,value
38|51|e:st
38|52|ruc
38|53|y<it
38|54|alue:st
38|55|<key,val
38|56|ait
38|57|lf.value
38|58|self.val
38|59|unt:
38|60|nary
38|61|mode
38|62|lue:
38|63|ary<k
39|0|xt.cont
39|1|:=0;i
39|2|0;i<
39|3|kag
39|4|trin
39|5|tln
39|6|ange
39|7|ntext.c
39|8|string
39|9|por
39|10|mport
39|11|ose
39|12|se(
39|13|p[string
39|14|ing]in
39|15|xt.c
39|16|fmt)
39|17|ckage
39|18|:=0
39|19|ext.co
39|20|ring]i
39|21|ruct{i
39|22|}else{
39|23|.println
39|24|mt)
39|25|println(
39|26|import
39|27|uct{id
39|28|err
39|29|n;i++
39|30|=0;i<n;
39|31|turn
39|32|:=0;i<n;
39|33|ort(fm
39|34|truct{id
39|35|defer
39|36|i<n;i++
39|37|fmt.
39|38|<-va
39|39|i<n;
39|40|else
39|41|err!=
39|42|ain
39|43|=ni
39|44|cons
39|45|mt.pr
39|46|(fm
39|47|r!=ni
39|48|eturn
39|49|rr!
39|50|mt.
39|51|lose()
39|52|g]int
39|53|struc
39|54|ose(
39|55|nt}
39|56|tln(
39|57|lect{cas
39|58|ort
39|59|xt.
39|60|alu
39|61|ele
39|62|r!=nil{
39|63|lect
40|0|ws:error
40|1|pri
40|2|ct{}
40|3|se.then
40|4|elf.
40|5|ret
40|6|ruct
40|7|eady}
40|8|urn:va
40|9|(nam
40|10|intln(
40|11|rr!=nil{
40|12|all
40|13|ame:st
40|14|map
40|15|namesp
40|16|items
